registry_record_id,registry_source_id,role,evidence_span,license_status
primitive.repo.scripts_config_py.const.py_const_scripts_config_default_mistral_embed_model,source_b87e653538f4677e71205a2e,derived_from,"{""line"": 724, ""symbol"": ""DEFAULT_MISTRAL_EMBED_MODEL""}",candidate
primitive.repo.scripts_config_py.const.py_const_scripts_config_default_embedding_dimensions,source_b87e653538f4677e71205a2e,derived_from,"{""line"": 726, ""symbol"": ""DEFAULT_EMBEDDING_DIMENSIONS""}",candidate
primitive.repo.scripts_config_py.const.py_const_scripts_config_local_bge_small_profile_id,source_b87e653538f4677e71205a2e,derived_from,"{""line"": 733, ""symbol"": ""LOCAL_BGE_SMALL_PROFILE_ID""}",candidate
primitive.repo.scripts_config_py.const.py_const_scripts_config_local_e5_small_profile_id,source_b87e653538f4677e71205a2e,derived_from,"{""line"": 734, ""symbol"": ""LOCAL_E5_SMALL_PROFILE_ID""}",candidate
primitive.repo.scripts_config_py.const.py_const_scripts_config_openai_compatible_small_profile_id,source_b87e653538f4677e71205a2e,derived_from,"{""line"": 735, ""symbol"": ""OPENAI_COMPATIBLE_SMALL_PROFILE_ID""}",candidate
primitive.repo.scripts_config_py.const.py_const_scripts_config_hosted_small_placeholder_profile_id,source_b87e653538f4677e71205a2e,derived_from,"{""line"": 736, ""symbol"": ""HOSTED_SMALL_PLACEHOLDER_PROFILE_ID""}",candidate
primitive.repo.scripts_config_py.const.py_const_scripts_config_default_embedding_profile_id,source_b87e653538f4677e71205a2e,derived_from,"{""line"": 737, ""symbol"": ""DEFAULT_EMBEDDING_PROFILE_ID""}",candidate
primitive.repo.scripts_config_py.const.py_const_scripts_config_embedding_model_profiles,source_b87e653538f4677e71205a2e,derived_from,"{""line"": 739, ""symbol"": ""EMBEDDING_MODEL_PROFILES""}",candidate
primitive.repo.scripts_config_py.function.py_function_scripts_config_embedding_model_profiles,source_b87e653538f4677e71205a2e,derived_from,"{""line"": 779, ""symbol"": ""embedding_model_profiles""}",candidate
primitive.repo.scripts_config_py.const.py_const_scripts_config_pgvector_backend_family,source_b87e653538f4677e71205a2e,derived_from,"{""line"": 793, ""symbol"": ""PGVECTOR_BACKEND_FAMILY""}",candidate
primitive.repo.scripts_config_py.const.py_const_scripts_config_jsonl_pgvector_ready_backend,source_b87e653538f4677e71205a2e,derived_from,"{""line"": 794, ""symbol"": ""JSONL_PGVECTOR_READY_BACKEND""}",candidate
primitive.repo.scripts_config_py.const.py_const_scripts_config_postgres_pgvector_backend,source_b87e653538f4677e71205a2e,derived_from,"{""line"": 795, ""symbol"": ""POSTGRES_PGVECTOR_BACKEND""}",candidate
primitive.repo.scripts_config_py.const.py_const_scripts_config_local_docker_pgvector_backend,source_b87e653538f4677e71205a2e,derived_from,"{""line"": 796, ""symbol"": ""LOCAL_DOCKER_PGVECTOR_BACKEND""}",candidate
primitive.repo.scripts_config_py.const.py_const_scripts_config_local_postgres_pgvector_backend,source_b87e653538f4677e71205a2e,derived_from,"{""line"": 797, ""symbol"": ""LOCAL_POSTGRES_PGVECTOR_BACKEND""}",candidate
primitive.repo.scripts_config_py.const.py_const_scripts_config_postgres_pgvector_render_worker_target,source_b87e653538f4677e71205a2e,derived_from,"{""line"": 798, ""symbol"": ""POSTGRES_PGVECTOR_RENDER_WORKER_TARGET""}",candidate
primitive.repo.scripts_config_py.const.py_const_scripts_config_local_docker_pgvector_component_target,source_b87e653538f4677e71205a2e,derived_from,"{""line"": 799, ""symbol"": ""LOCAL_DOCKER_PGVECTOR_COMPONENT_TARGET""}",candidate
primitive.repo.scripts_config_py.const.py_const_scripts_config_local_docker_pgvector_candidate_target,source_b87e653538f4677e71205a2e,derived_from,"{""line"": 800, ""symbol"": ""LOCAL_DOCKER_PGVECTOR_CANDIDATE_TARGET""}",candidate
primitive.repo.scripts_config_py.const.py_const_scripts_config_postgres_pgvector_deployment_label,source_b87e653538f4677e71205a2e,derived_from,"{""line"": 801, ""symbol"": ""POSTGRES_PGVECTOR_DEPLOYMENT_LABEL""}",candidate
primitive.repo.scripts_config_py.const.py_const_scripts_config_default_vector_storage_backend,source_b87e653538f4677e71205a2e,derived_from,"{""line"": 802, ""symbol"": ""DEFAULT_VECTOR_STORAGE_BACKEND""}",candidate
primitive.repo.scripts_config_py.const.py_const_scripts_config_default_vector_similarity,source_b87e653538f4677e71205a2e,derived_from,"{""line"": 803, ""symbol"": ""DEFAULT_VECTOR_SIMILARITY""}",candidate
primitive.repo.scripts_config_py.const.py_const_scripts_config_catalog_vector_index_id,source_b87e653538f4677e71205a2e,derived_from,"{""line"": 804, ""symbol"": ""CATALOG_VECTOR_INDEX_ID""}",candidate
primitive.repo.scripts_config_py.const.py_const_scripts_config_knowledge_vector_index_id,source_b87e653538f4677e71205a2e,derived_from,"{""line"": 805, ""symbol"": ""KNOWLEDGE_VECTOR_INDEX_ID""}",candidate
primitive.repo.scripts_config_py.const.py_const_scripts_config_source_object_vector_index_id,source_b87e653538f4677e71205a2e,derived_from,"{""line"": 806, ""symbol"": ""SOURCE_OBJECT_VECTOR_INDEX_ID""}",candidate
primitive.repo.scripts_config_py.const.py_const_scripts_config_entity_vector_index_id,source_b87e653538f4677e71205a2e,derived_from,"{""line"": 807, ""symbol"": ""ENTITY_VECTOR_INDEX_ID""}",candidate
primitive.repo.scripts_config_py.const.py_const_scripts_config_vector_storage_backends,source_b87e653538f4677e71205a2e,derived_from,"{""line"": 809, ""symbol"": ""VECTOR_STORAGE_BACKENDS""}",candidate
primitive.repo.scripts_config_py.const.py_const_scripts_config_backend_family_terms,source_b87e653538f4677e71205a2e,derived_from,"{""line"": 832, ""symbol"": ""BACKEND_FAMILY_TERMS""}",candidate
primitive.repo.scripts_config_py.const.py_const_scripts_config_vector_index_profiles,source_b87e653538f4677e71205a2e,derived_from,"{""line"": 844, ""symbol"": ""VECTOR_INDEX_PROFILES""}",candidate
primitive.repo.scripts_config_py.const.py_const_scripts_config_pgvector_load_plan_summary_field,source_b87e653538f4677e71205a2e,derived_from,"{""line"": 901, ""symbol"": ""PGVECTOR_LOAD_PLAN_SUMMARY_FIELD""}",candidate
primitive.repo.scripts_config_py.const.py_const_scripts_config_pgvector_load_plan_summary_input_path,source_b87e653538f4677e71205a2e,derived_from,"{""line"": 902, ""symbol"": ""PGVECTOR_LOAD_PLAN_SUMMARY_INPUT_PATH""}",candidate
primitive.repo.scripts_config_py.const.py_const_scripts_config_pgvector_load_accepted_rows_metric,source_b87e653538f4677e71205a2e,derived_from,"{""line"": 903, ""symbol"": ""PGVECTOR_LOAD_ACCEPTED_ROWS_METRIC""}",candidate
primitive.repo.scripts_config_py.const.py_const_scripts_config_pgvector_load_rejected_rows_metric,source_b87e653538f4677e71205a2e,derived_from,"{""line"": 904, ""symbol"": ""PGVECTOR_LOAD_REJECTED_ROWS_METRIC""}",candidate
primitive.repo.scripts_config_py.const.py_const_scripts_config_pgvector_load_plan_summary_flag,source_b87e653538f4677e71205a2e,derived_from,"{""line"": 905, ""symbol"": ""PGVECTOR_LOAD_PLAN_SUMMARY_FLAG""}",candidate
primitive.repo.scripts_config_py.const.py_const_scripts_config_pgvector_load_plan_run_id,source_b87e653538f4677e71205a2e,derived_from,"{""line"": 906, ""symbol"": ""PGVECTOR_LOAD_PLAN_RUN_ID""}",candidate
primitive.repo.scripts_config_py.const.py_const_scripts_config_pgvector_load_plan_summary_filename,source_b87e653538f4677e71205a2e,derived_from,"{""line"": 907, ""symbol"": ""PGVECTOR_LOAD_PLAN_SUMMARY_FILENAME""}",candidate
primitive.repo.scripts_config_py.const.py_const_scripts_config_pgvector_load_plan_accepted_rows_filename,source_b87e653538f4677e71205a2e,derived_from,"{""line"": 908, ""symbol"": ""PGVECTOR_LOAD_PLAN_ACCEPTED_ROWS_FILENAME""}",candidate
primitive.repo.scripts_config_py.const.py_const_scripts_config_pgvector_load_plan_rejected_rows_filename,source_b87e653538f4677e71205a2e,derived_from,"{""line"": 909, ""symbol"": ""PGVECTOR_LOAD_PLAN_REJECTED_ROWS_FILENAME""}",candidate
primitive.repo.scripts_config_py.const.py_const_scripts_config_pgvector_load_plan_sql_filename,source_b87e653538f4677e71205a2e,derived_from,"{""line"": 910, ""symbol"": ""PGVECTOR_LOAD_PLAN_SQL_FILENAME""}",candidate
primitive.repo.scripts_config_py.const.py_const_scripts_config_pgvector_committed_counts_filename,source_b87e653538f4677e71205a2e,derived_from,"{""line"": 911, ""symbol"": ""PGVECTOR_COMMITTED_COUNTS_FILENAME""}",candidate
primitive.repo.scripts_config_py.const.py_const_scripts_config_embedding_committed_load_audit_filename,source_b87e653538f4677e71205a2e,derived_from,"{""line"": 912, ""symbol"": ""EMBEDDING_COMMITTED_LOAD_AUDIT_FILENAME""}",candidate
primitive.repo.scripts_config_py.const.py_const_scripts_config_pgvector_load_plan_dist_dir,source_b87e653538f4677e71205a2e,derived_from,"{""line"": 913, ""symbol"": ""PGVECTOR_LOAD_PLAN_DIST_DIR""}",candidate
primitive.repo.scripts_config_py.const.py_const_scripts_config_theory_pgvector_load_plan_dist_dir,source_b87e653538f4677e71205a2e,derived_from,"{""line"": 914, ""symbol"": ""THEORY_PGVECTOR_LOAD_PLAN_DIST_DIR""}",candidate
primitive.repo.scripts_config_py.const.py_const_scripts_config_model_ops_daily_runs_dist_dir,source_b87e653538f4677e71205a2e,derived_from,"{""line"": 915, ""symbol"": ""MODEL_OPS_DAILY_RUNS_DIST_DIR""}",candidate
primitive.repo.scripts_config_py.const.py_const_scripts_config_pgvector_load_plan_subdir,source_b87e653538f4677e71205a2e,derived_from,"{""line"": 916, ""symbol"": ""PGVECTOR_LOAD_PLAN_SUBDIR""}",candidate
primitive.repo.scripts_config_py.const.py_const_scripts_config_pgvector_load_plan_example_date,source_b87e653538f4677e71205a2e,derived_from,"{""line"": 917, ""symbol"": ""PGVECTOR_LOAD_PLAN_EXAMPLE_DATE""}",candidate
primitive.repo.scripts_config_py.const.py_const_scripts_config_pgvector_load_plan_example_summary_path,source_b87e653538f4677e71205a2e,derived_from,"{""line"": 918, ""symbol"": ""PGVECTOR_LOAD_PLAN_EXAMPLE_SUMMARY_PATH""}",candidate
primitive.repo.scripts_config_py.const.py_const_scripts_config_pgvector_type_setting_key,source_b87e653538f4677e71205a2e,derived_from,"{""line"": 921, ""symbol"": ""PGVECTOR_TYPE_SETTING_KEY""}",candidate
primitive.repo.scripts_config_py.const.py_const_scripts_config_pgvector_load_sql_input_name,source_b87e653538f4677e71205a2e,derived_from,"{""line"": 922, ""symbol"": ""PGVECTOR_LOAD_SQL_INPUT_NAME""}",candidate
primitive.repo.scripts_config_py.const.py_const_scripts_config_pgvector_embedding_load_check_schema,source_b87e653538f4677e71205a2e,derived_from,"{""line"": 923, ""symbol"": ""PGVECTOR_EMBEDDING_LOAD_CHECK_SCHEMA""}",candidate
primitive.repo.scripts_config_py.const.py_const_scripts_config_object_embedding_batch_loader_run_id,source_b87e653538f4677e71205a2e,derived_from,"{""line"": 928, ""symbol"": ""OBJECT_EMBEDDING_BATCH_LOADER_RUN_ID""}",candidate
primitive.repo.scripts_config_py.const.py_const_scripts_config_object_embedding_batch_loader_sql_filename,source_b87e653538f4677e71205a2e,derived_from,"{""line"": 929, ""symbol"": ""OBJECT_EMBEDDING_BATCH_LOADER_SQL_FILENAME""}",candidate
primitive.repo.scripts_config_py.const.py_const_scripts_config_object_embedding_batch_loader_rejected_filename,source_b87e653538f4677e71205a2e,derived_from,"{""line"": 930, ""symbol"": ""OBJECT_EMBEDDING_BATCH_LOADER_REJECTED_FILENAME""}",candidate
primitive.repo.scripts_config_py.const.py_const_scripts_config_object_embedding_batch_loader_audit_filename,source_b87e653538f4677e71205a2e,derived_from,"{""line"": 931, ""symbol"": ""OBJECT_EMBEDDING_BATCH_LOADER_AUDIT_FILENAME""}",candidate
primitive.repo.scripts_config_py.const.py_const_scripts_config_cdc_event_emitter_run_id,source_b87e653538f4677e71205a2e,derived_from,"{""line"": 936, ""symbol"": ""CDC_EVENT_EMITTER_RUN_ID""}",candidate
primitive.repo.scripts_config_py.const.py_const_scripts_config_cdc_event_emitter_previous_versions_filename,source_b87e653538f4677e71205a2e,derived_from,"{""line"": 937, ""symbol"": ""CDC_EVENT_EMITTER_PREVIOUS_VERSIONS_FILENAME""}",candidate
primitive.repo.scripts_config_py.const.py_const_scripts_config_cdc_event_emitter_new_versions_filename,source_b87e653538f4677e71205a2e,derived_from,"{""line"": 938, ""symbol"": ""CDC_EVENT_EMITTER_NEW_VERSIONS_FILENAME""}",candidate
primitive.repo.scripts_config_py.const.py_const_scripts_config_cdc_event_emitter_summary_filename,source_b87e653538f4677e71205a2e,derived_from,"{""line"": 939, ""symbol"": ""CDC_EVENT_EMITTER_SUMMARY_FILENAME""}",candidate
primitive.repo.scripts_config_py.const.py_const_scripts_config_local_pgvector_embedding_smoke_run_id,source_b87e653538f4677e71205a2e,derived_from,"{""line"": 940, ""symbol"": ""LOCAL_PGVECTOR_EMBEDDING_SMOKE_RUN_ID""}",candidate
primitive.repo.scripts_config_py.const.py_const_scripts_config_local_pgvector_embedding_smoke_self_test_run_id,source_b87e653538f4677e71205a2e,derived_from,"{""line"": 941, ""symbol"": ""LOCAL_PGVECTOR_EMBEDDING_SMOKE_SELF_TEST_RUN_ID""}",candidate
primitive.repo.scripts_config_py.const.py_const_scripts_config_local_pgvector_embedding_smoke_plan_filename,source_b87e653538f4677e71205a2e,derived_from,"{""line"": 942, ""symbol"": ""LOCAL_PGVECTOR_EMBEDDING_SMOKE_PLAN_FILENAME""}",candidate
primitive.repo.scripts_config_py.const.py_const_scripts_config_local_pgvector_embedding_smoke_check_schema,source_b87e653538f4677e71205a2e,derived_from,"{""line"": 943, ""symbol"": ""LOCAL_PGVECTOR_EMBEDDING_SMOKE_CHECK_SCHEMA""}",candidate
primitive.repo.scripts_config_py.const.py_const_scripts_config_start_local_pgvector_step,source_b87e653538f4677e71205a2e,derived_from,"{""line"": 944, ""symbol"": ""START_LOCAL_PGVECTOR_STEP""}",candidate
primitive.repo.scripts_config_py.const.py_const_scripts_config_wait_for_pgvector_health_step,source_b87e653538f4677e71205a2e,derived_from,"{""line"": 945, ""symbol"": ""WAIT_FOR_PGVECTOR_HEALTH_STEP""}",candidate
primitive.repo.scripts_config_py.const.py_const_scripts_config_load_plan_terms,source_b87e653538f4677e71205a2e,derived_from,"{""line"": 947, ""symbol"": ""LOAD_PLAN_TERMS""}",candidate
primitive.repo.scripts_config_py.const.py_const_scripts_config_pgvector_embedding_load_planner_tool_id,source_b87e653538f4677e71205a2e,derived_from,"{""line"": 1024, ""symbol"": ""PGVECTOR_EMBEDDING_LOAD_PLANNER_TOOL_ID""}",candidate
primitive.repo.scripts_config_py.const.py_const_scripts_config_postgres_pgvector_bootstrap_planner_tool_id,source_b87e653538f4677e71205a2e,derived_from,"{""line"": 1025, ""symbol"": ""POSTGRES_PGVECTOR_BOOTSTRAP_PLANNER_TOOL_ID""}",candidate
primitive.repo.scripts_config_py.const.py_const_scripts_config_local_pgvector_embedding_smoke_planner_tool_id,source_b87e653538f4677e71205a2e,derived_from,"{""line"": 1026, ""symbol"": ""LOCAL_PGVECTOR_EMBEDDING_SMOKE_PLANNER_TOOL_ID""}",candidate
primitive.repo.scripts_config_py.const.py_const_scripts_config_pgvector_embedding_load_patterns_pack_id,source_b87e653538f4677e71205a2e,derived_from,"{""line"": 1027, ""symbol"": ""PGVECTOR_EMBEDDING_LOAD_PATTERNS_PACK_ID""}",candidate
primitive.repo.scripts_config_py.const.py_const_scripts_config_postgres_pgvector_bootstrap_patterns_pack_id,source_b87e653538f4677e71205a2e,derived_from,"{""line"": 1028, ""symbol"": ""POSTGRES_PGVECTOR_BOOTSTRAP_PATTERNS_PACK_ID""}",candidate
primitive.repo.scripts_config_py.const.py_const_scripts_config_local_pgvector_embedding_smoke_patterns_pack_id,source_b87e653538f4677e71205a2e,derived_from,"{""line"": 1029, ""symbol"": ""LOCAL_PGVECTOR_EMBEDDING_SMOKE_PATTERNS_PACK_ID""}",candidate
primitive.repo.scripts_config_py.const.py_const_scripts_config_pgvector_retrieval_adapter_id,source_b87e653538f4677e71205a2e,derived_from,"{""line"": 1034, ""symbol"": ""PGVECTOR_RETRIEVAL_ADAPTER_ID""}",candidate
primitive.repo.scripts_config_py.const.py_const_scripts_config_registered_component_ref_ids,source_b87e653538f4677e71205a2e,derived_from,"{""line"": 1036, ""symbol"": ""REGISTERED_COMPONENT_REF_IDS""}",candidate
primitive.repo.scripts_config_py.const.py_const_scripts_config_pgvector_container_image,source_b87e653538f4677e71205a2e,derived_from,"{""line"": 1081, ""symbol"": ""PGVECTOR_CONTAINER_IMAGE""}",candidate
primitive.repo.scripts_config_py.const.py_const_scripts_config_pgvector_project_url,source_b87e653538f4677e71205a2e,derived_from,"{""line"": 1082, ""symbol"": ""PGVECTOR_PROJECT_URL""}",candidate
primitive.repo.scripts_config_py.const.py_const_scripts_config_qdrant_backend_name,source_b87e653538f4677e71205a2e,derived_from,"{""line"": 1083, ""symbol"": ""QDRANT_BACKEND_NAME""}",candidate
primitive.repo.scripts_config_py.const.py_const_scripts_config_registered_backend_infra_identifiers,source_b87e653538f4677e71205a2e,derived_from,"{""line"": 1085, ""symbol"": ""REGISTERED_BACKEND_INFRA_IDENTIFIERS""}",candidate
primitive.repo.scripts_config_py.const.py_const_scripts_config_object_governance_package_tables,source_b87e653538f4677e71205a2e,derived_from,"{""line"": 1107, ""symbol"": ""OBJECT_GOVERNANCE_PACKAGE_TABLES""}",candidate
primitive.repo.scripts_config_py.const.py_const_scripts_config_object_governance_operational_views,source_b87e653538f4677e71205a2e,derived_from,"{""line"": 1116, ""symbol"": ""OBJECT_GOVERNANCE_OPERATIONAL_VIEWS""}",candidate
primitive.repo.scripts_config_py.const.py_const_scripts_config_catalog_operational_views,source_b87e653538f4677e71205a2e,derived_from,"{""line"": 1122, ""symbol"": ""CATALOG_OPERATIONAL_VIEWS""}",candidate
primitive.repo.scripts_config_py.const.py_const_scripts_config_primitive_registry_operational_tables,source_b87e653538f4677e71205a2e,derived_from,"{""line"": 1132, ""symbol"": ""PRIMITIVE_REGISTRY_OPERATIONAL_TABLES""}",candidate
primitive.repo.scripts_config_py.const.py_const_scripts_config_primitive_registry_operational_views,source_b87e653538f4677e71205a2e,derived_from,"{""line"": 1154, ""symbol"": ""PRIMITIVE_REGISTRY_OPERATIONAL_VIEWS""}",candidate
primitive.repo.scripts_config_py.const.py_const_scripts_config_primitive_quality_dirname,source_b87e653538f4677e71205a2e,derived_from,"{""line"": 1167, ""symbol"": ""PRIMITIVE_QUALITY_DIRNAME""}",candidate
primitive.repo.scripts_config_py.const.py_const_scripts_config_primitive_quality_artifact_files,source_b87e653538f4677e71205a2e,derived_from,"{""line"": 1168, ""symbol"": ""PRIMITIVE_QUALITY_ARTIFACT_FILES""}",candidate
primitive.repo.scripts_config_py.const.py_const_scripts_config_primitive_quality_readiness_r3,source_b87e653538f4677e71205a2e,derived_from,"{""line"": 1178, ""symbol"": ""PRIMITIVE_QUALITY_READINESS_R3""}",candidate
